idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl
4338,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] atop the sacks outside the bins hold one,The [wugs] atop the sack outside the bin hold many,The [wugs] atop the sacks outside the bins hold one [wug],The [wugs] atop the sacks outside the bins hold one [wugs],The [wugs] atop the sack outside the bin hold many [wugs],The [wugs] atop the sack outside the bin hold many [wug],17,17
4339,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the cables under the ropes hold one,The [wugs] past the cable under the rope hold many,The [wugs] past the cables under the ropes hold one [wug],The [wugs] past the cables under the ropes hold one [wugs],The [wugs] past the cable under the rope hold many [wugs],The [wugs] past the cable under the rope hold many [wug],17,17
4340,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] under the ponds by the fences hold one,The [wugs] under the pond by the fence hold many,The [wugs] under the ponds by the fences hold one [wug],The [wugs] under the ponds by the fences hold one [wugs],The [wugs] under the pond by the fence hold many [wugs],The [wugs] under the pond by the fence hold many [wug],17,17
4341,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the rocks past the sheds hold one,The [wugs] behind the rock past the shed hold many,The [wugs] behind the rocks past the sheds hold one [wug],The [wugs] behind the rocks past the sheds hold one [wugs],The [wugs] behind the rock past the shed hold many [wugs],The [wugs] behind the rock past the shed hold many [wug],17,17
4342,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the braces atop the panels hold every,The [wugs] between the brace atop the panel hold several,The [wugs] between the braces atop the panels hold every [wug],The [wugs] between the braces atop the panels hold every [wugs],The [wugs] between the brace atop the panel hold several [wugs],The [wugs] between the brace atop the panel hold several [wug],17,17
4343,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] above the milestones beneath the thresholds hold one,The [wugs] above the milestone beneath the threshold hold many,The [wugs] above the milestones beneath the thresholds hold one [wug],The [wugs] above the milestones beneath the thresholds hold one [wugs],The [wugs] above the milestone beneath the threshold hold many [wugs],The [wugs] above the milestone beneath the threshold hold many [wug],17,17
4344,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the desks under the mirrors hold one,The [wugs] past the desk under the mirror hold many,The [wugs] past the desks under the mirrors hold one [wug],The [wugs] past the desks under the mirrors hold one [wugs],The [wugs] past the desk under the mirror hold many [wugs],The [wugs] past the desk under the mirror hold many [wug],17,17
4345,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] atop the desks outside the mirrors hold every,The [wugs] atop the desk outside the mirror hold several,The [wugs] atop the desks outside the mirrors hold every [wug],The [wugs] atop the desks outside the mirrors hold every [wugs],The [wugs] atop the desk outside the mirror hold several [wugs],The [wugs] atop the desk outside the mirror hold several [wug],17,17
4346,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the windows atop the desks hold every,The [wugs] between the window atop the desk hold several,The [wugs] between the windows atop the desks hold every [wug],The [wugs] between the windows atop the desks hold every [wugs],The [wugs] between the window atop the desk hold several [wugs],The [wugs] between the window atop the desk hold several [wug],17,17
4347,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the switches atop the cables hold one,The [wugs] between the switch atop the cable hold many,The [wugs] between the switches atop the cables hold one [wug],The [wugs] between the switches atop the cables hold one [wugs],The [wugs] between the switch atop the cable hold many [wugs],The [wugs] between the switch atop the cable hold many [wug],17,17
4348,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the drums behind the sacks hold one,The [wugs] outside the drum behind the sack hold many,The [wugs] outside the drums behind the sacks hold one [wug],The [wugs] outside the drums behind the sacks hold one [wugs],The [wugs] outside the drum behind the sack hold many [wugs],The [wugs] outside the drum behind the sack hold many [wug],17,17
4349,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] atop the panels outside the boards hold every,The [wugs] atop the panel outside the board hold several,The [wugs] atop the panels outside the boards hold every [wug],The [wugs] atop the panels outside the boards hold every [wugs],The [wugs] atop the panel outside the board hold several [wugs],The [wugs] atop the panel outside the board hold several [wug],17,17
4350,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the thresholds under the drums hold one,The [wugs] past the threshold under the drum hold many,The [wugs] past the thresholds under the drums hold one [wug],The [wugs] past the thresholds under the drums hold one [wugs],The [wugs] past the threshold under the drum hold many [wugs],The [wugs] past the threshold under the drum hold many [wug],17,17
4351,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] by the nails above the screws hold one,The [wugs] by the nail above the screw hold many,The [wugs] by the nails above the screws hold one [wug],The [wugs] by the nails above the screws hold one [wugs],The [wugs] by the nail above the screw hold many [wugs],The [wugs] by the nail above the screw hold many [wug],17,17
4352,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] under the sacks by the bins hold one,The [wugs] under the sack by the bin hold many,The [wugs] under the sacks by the bins hold one [wug],The [wugs] under the sacks by the bins hold one [wugs],The [wugs] under the sack by the bin hold many [wugs],The [wugs] under the sack by the bin hold many [wug],17,17
4353,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the pots past the jars hold one,The [wugs] behind the pot past the jar hold many,The [wugs] behind the pots past the jars hold one [wug],The [wugs] behind the pots past the jars hold one [wugs],The [wugs] behind the pot past the jar hold many [wugs],The [wugs] behind the pot past the jar hold many [wug],17,17
4354,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the knobs past the nails hold one,The [wugs] behind the knob past the nail hold many,The [wugs] behind the knobs past the nails hold one [wug],The [wugs] behind the knobs past the nails hold one [wugs],The [wugs] behind the knob past the nail hold many [wugs],The [wugs] behind the knob past the nail hold many [wug],17,17
4355,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the chains past the cords hold every,The [wugs] behind the chain past the cord hold several,The [wugs] behind the chains past the cords hold every [wug],The [wugs] behind the chains past the cords hold every [wugs],The [wugs] behind the chain past the cord hold several [wugs],The [wugs] behind the chain past the cord hold several [wug],17,17
4356,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the towers under the cabins hold every,The [wugs] past the tower under the cabin hold several,The [wugs] past the towers under the cabins hold every [wug],The [wugs] past the towers under the cabins hold every [wugs],The [wugs] past the tower under the cabin hold several [wugs],The [wugs] past the tower under the cabin hold several [wug],17,17
4357,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] under the rocks by the sheds hold every,The [wugs] under the rock by the shed hold several,The [wugs] under the rocks by the sheds hold every [wug],The [wugs] under the rocks by the sheds hold every [wugs],The [wugs] under the rock by the shed hold several [wugs],The [wugs] under the rock by the shed hold several [wug],17,17
4358,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the boards behind the shelves hold one,The [wugs] outside the board behind the shelf hold many,The [wugs] outside the boards behind the shelves hold one [wug],The [wugs] outside the boards behind the shelves hold one [wugs],The [wugs] outside the board behind the shelf hold many [wugs],The [wugs] outside the board behind the shelf hold many [wug],17,17
4359,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the buckets under the milestones hold one,The [wugs] past the bucket under the milestone hold many,The [wugs] past the buckets under the milestones hold one [wug],The [wugs] past the buckets under the milestones hold one [wugs],The [wugs] past the bucket under the milestone hold many [wugs],The [wugs] past the bucket under the milestone hold many [wug],17,17
4360,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the nests atop the buckets hold every,The [wugs] between the nest atop the bucket hold several,The [wugs] between the nests atop the buckets hold every [wug],The [wugs] between the nests atop the buckets hold every [wugs],The [wugs] between the nest atop the bucket hold several [wugs],The [wugs] between the nest atop the bucket hold several [wug],17,17
4361,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] by the tanks above the switches hold one,The [wugs] by the tank above the switch hold many,The [wugs] by the tanks above the switches hold one [wug],The [wugs] by the tanks above the switches hold one [wugs],The [wugs] by the tank above the switch hold many [wugs],The [wugs] by the tank above the switch hold many [wug],17,17
4362,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] atop the rocks outside the sheds hold one,The [wugs] atop the rock outside the shed hold many,The [wugs] atop the rocks outside the sheds hold one [wug],The [wugs] atop the rocks outside the sheds hold one [wugs],The [wugs] atop the rock outside the shed hold many [wugs],The [wugs] atop the rock outside the shed hold many [wug],17,17
4363,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] beneath the boards between the shelves hold one,The [wugs] beneath the board between the shelf hold many,The [wugs] beneath the boards between the shelves hold one [wug],The [wugs] beneath the boards between the shelves hold one [wugs],The [wugs] beneath the board between the shelf hold many [wugs],The [wugs] beneath the board between the shelf hold many [wug],17,17
4364,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the belts past the rushes hold one,The [wugs] behind the belt past the rush hold many,The [wugs] behind the belts past the rushes hold one [wug],The [wugs] behind the belts past the rushes hold one [wugs],The [wugs] behind the belt past the rush hold many [wugs],The [wugs] behind the belt past the rush hold many [wug],17,17
4365,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the fences under the rocks hold one,The [wugs] past the fence under the rock hold many,The [wugs] past the fences under the rocks hold one [wug],The [wugs] past the fences under the rocks hold one [wugs],The [wugs] past the fence under the rock hold many [wugs],The [wugs] past the fence under the rock hold many [wug],17,17
4366,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the shelves atop the racks hold one,The [wugs] between the shelf atop the rack hold many,The [wugs] between the shelves atop the racks hold one [wug],The [wugs] between the shelves atop the racks hold one [wugs],The [wugs] between the shelf atop the rack hold many [wugs],The [wugs] between the shelf atop the rack hold many [wug],17,17
4367,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the cliffs atop the banks hold every,The [wugs] between the cliff atop the bank hold several,The [wugs] between the cliffs atop the banks hold every [wug],The [wugs] between the cliffs atop the banks hold every [wugs],The [wugs] between the cliff atop the bank hold several [wugs],The [wugs] between the cliff atop the bank hold several [wug],17,17
4368,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the vines past the cliffs hold every,The [wugs] behind the vine past the cliff hold several,The [wugs] behind the vines past the cliffs hold every [wug],The [wugs] behind the vines past the cliffs hold every [wugs],The [wugs] behind the vine past the cliff hold several [wugs],The [wugs] behind the vine past the cliff hold several [wug],17,17
4369,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] above the fences beneath the rocks hold one,The [wugs] above the fence beneath the rock hold many,The [wugs] above the fences beneath the rocks hold one [wug],The [wugs] above the fences beneath the rocks hold one [wugs],The [wugs] above the fence beneath the rock hold many [wugs],The [wugs] above the fence beneath the rock hold many [wug],17,17
4370,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] above the cords beneath the belts hold one,The [wugs] above the cord beneath the belt hold many,The [wugs] above the cords beneath the belts hold one [wug],The [wugs] above the cords beneath the belts hold one [wugs],The [wugs] above the cord beneath the belt hold many [wugs],The [wugs] above the cord beneath the belt hold many [wug],17,17
4371,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] beneath the knobs between the nails hold one,The [wugs] beneath the knob between the nail hold many,The [wugs] beneath the knobs between the nails hold one [wug],The [wugs] beneath the knobs between the nails hold one [wugs],The [wugs] beneath the knob between the nail hold many [wugs],The [wugs] beneath the knob between the nail hold many [wug],17,17
4372,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] beneath the benches between the windows hold every,The [wugs] beneath the bench between the window hold several,The [wugs] beneath the benches between the windows hold every [wug],The [wugs] beneath the benches between the windows hold every [wugs],The [wugs] beneath the bench between the window hold several [wugs],The [wugs] beneath the bench between the window hold several [wug],17,17
4373,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the walls past the tables hold one,The [wugs] behind the wall past the table hold many,The [wugs] behind the walls past the tables hold one [wug],The [wugs] behind the walls past the tables hold one [wugs],The [wugs] behind the wall past the table hold many [wugs],The [wugs] behind the wall past the table hold many [wug],17,17
4374,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the cords behind the belts hold one,The [wugs] outside the cord behind the belt hold many,The [wugs] outside the cords behind the belts hold one [wug],The [wugs] outside the cords behind the belts hold one [wugs],The [wugs] outside the cord behind the belt hold many [wugs],The [wugs] outside the cord behind the belt hold many [wug],17,17
4375,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the sheds atop the carts hold every,The [wugs] between the shed atop the cart hold several,The [wugs] between the sheds atop the carts hold every [wug],The [wugs] between the sheds atop the carts hold every [wugs],The [wugs] between the shed atop the cart hold several [wugs],The [wugs] between the shed atop the cart hold several [wug],17,17
4376,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the drums atop the sacks hold every,The [wugs] between the drum atop the sack hold several,The [wugs] between the drums atop the sacks hold every [wug],The [wugs] between the drums atop the sacks hold every [wugs],The [wugs] between the drum atop the sack hold several [wugs],The [wugs] between the drum atop the sack hold several [wug],17,17
4377,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the rushes atop the vines hold every,The [wugs] between the rush atop the vine hold several,The [wugs] between the rushes atop the vines hold every [wug],The [wugs] between the rushes atop the vines hold every [wugs],The [wugs] between the rush atop the vine hold several [wugs],The [wugs] between the rush atop the vine hold several [wug],17,17
4378,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the mirrors under the logs hold every,The [wugs] past the mirror under the log hold several,The [wugs] past the mirrors under the logs hold every [wug],The [wugs] past the mirrors under the logs hold every [wugs],The [wugs] past the mirror under the log hold several [wugs],The [wugs] past the mirror under the log hold several [wug],17,17
4379,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] above the tables beneath the ponds hold every,The [wugs] above the table beneath the pond hold several,The [wugs] above the tables beneath the ponds hold every [wug],The [wugs] above the tables beneath the ponds hold every [wugs],The [wugs] above the table beneath the pond hold several [wugs],The [wugs] above the table beneath the pond hold several [wug],17,17
4380,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the hooks under the knobs hold every,The [wugs] past the hook under the knob hold several,The [wugs] past the hooks under the knobs hold every [wug],The [wugs] past the hooks under the knobs hold every [wugs],The [wugs] past the hook under the knob hold several [wugs],The [wugs] past the hook under the knob hold several [wug],17,17
4381,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] atop the banks outside the trenches hold one,The [wugs] atop the bank outside the trench hold many,The [wugs] atop the banks outside the trenches hold one [wug],The [wugs] atop the banks outside the trenches hold one [wugs],The [wugs] atop the bank outside the trench hold many [wugs],The [wugs] atop the bank outside the trench hold many [wug],17,17
4382,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the fences atop the rocks hold one,The [wugs] between the fence atop the rock hold many,The [wugs] between the fences atop the rocks hold one [wug],The [wugs] between the fences atop the rocks hold one [wugs],The [wugs] between the fence atop the rock hold many [wugs],The [wugs] between the fence atop the rock hold many [wug],17,17
4383,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] by the thresholds above the drums hold one,The [wugs] by the threshold above the drum hold many,The [wugs] by the thresholds above the drums hold one [wug],The [wugs] by the thresholds above the drums hold one [wugs],The [wugs] by the threshold above the drum hold many [wugs],The [wugs] by the threshold above the drum hold many [wug],17,17
4384,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the fences under the rocks hold every,The [wugs] past the fence under the rock hold several,The [wugs] past the fences under the rocks hold every [wug],The [wugs] past the fences under the rocks hold every [wugs],The [wugs] past the fence under the rock hold several [wugs],The [wugs] past the fence under the rock hold several [wug],17,17
4385,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the tanks under the switches hold every,The [wugs] past the tank under the switch hold several,The [wugs] past the tanks under the switches hold every [wug],The [wugs] past the tanks under the switches hold every [wugs],The [wugs] past the tank under the switch hold several [wugs],The [wugs] past the tank under the switch hold several [wug],17,17
4386,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the trenches under the pots hold every,The [wugs] past the trench under the pot hold several,The [wugs] past the trenches under the pots hold every [wug],The [wugs] past the trenches under the pots hold every [wugs],The [wugs] past the trench under the pot hold several [wugs],The [wugs] past the trench under the pot hold several [wug],17,17
4387,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] beneath the ponds between the fences hold every,The [wugs] beneath the pond between the fence hold several,The [wugs] beneath the ponds between the fences hold every [wug],The [wugs] beneath the ponds between the fences hold every [wugs],The [wugs] beneath the pond between the fence hold several [wugs],The [wugs] beneath the pond between the fence hold several [wug],17,17
4388,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the fences behind the rocks hold every,The [wugs] outside the fence behind the rock hold several,The [wugs] outside the fences behind the rocks hold every [wug],The [wugs] outside the fences behind the rocks hold every [wugs],The [wugs] outside the fence behind the rock hold several [wugs],The [wugs] outside the fence behind the rock hold several [wug],17,17
4389,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] beneath the logs between the towers hold every,The [wugs] beneath the log between the tower hold several,The [wugs] beneath the logs between the towers hold every [wug],The [wugs] beneath the logs between the towers hold every [wugs],The [wugs] beneath the log between the tower hold several [wugs],The [wugs] beneath the log between the tower hold several [wug],17,17
4390,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the drums behind the sacks hold every,The [wugs] outside the drum behind the sack hold several,The [wugs] outside the drums behind the sacks hold every [wug],The [wugs] outside the drums behind the sacks hold every [wugs],The [wugs] outside the drum behind the sack hold several [wugs],The [wugs] outside the drum behind the sack hold several [wug],17,17
4391,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] above the switches beneath the cables hold one,The [wugs] above the switch beneath the cable hold many,The [wugs] above the switches beneath the cables hold one [wug],The [wugs] above the switches beneath the cables hold one [wugs],The [wugs] above the switch beneath the cable hold many [wugs],The [wugs] above the switch beneath the cable hold many [wug],17,17
4392,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the ropes behind the chains hold every,The [wugs] outside the rope behind the chain hold several,The [wugs] outside the ropes behind the chains hold every [wug],The [wugs] outside the ropes behind the chains hold every [wugs],The [wugs] outside the rope behind the chain hold several [wugs],The [wugs] outside the rope behind the chain hold several [wug],17,17
4393,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the pots atop the jars hold every,The [wugs] between the pot atop the jar hold several,The [wugs] between the pots atop the jars hold every [wug],The [wugs] between the pots atop the jars hold every [wugs],The [wugs] between the pot atop the jar hold several [wugs],The [wugs] between the pot atop the jar hold several [wug],17,17
4394,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] by the boards above the shelves hold every,The [wugs] by the board above the shelf hold several,The [wugs] by the boards above the shelves hold every [wug],The [wugs] by the boards above the shelves hold every [wugs],The [wugs] by the board above the shelf hold several [wugs],The [wugs] by the board above the shelf hold several [wug],17,17
4395,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the sacks past the bins hold one,The [wugs] behind the sack past the bin hold many,The [wugs] behind the sacks past the bins hold one [wug],The [wugs] behind the sacks past the bins hold one [wugs],The [wugs] behind the sack past the bin hold many [wugs],The [wugs] behind the sack past the bin hold many [wug],17,17
4396,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the hooks atop the knobs hold every,The [wugs] between the hook atop the knob hold several,The [wugs] between the hooks atop the knobs hold every [wug],The [wugs] between the hooks atop the knobs hold every [wugs],The [wugs] between the hook atop the knob hold several [wugs],The [wugs] between the hook atop the knob hold several [wug],17,17
4397,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the tanks under the switches hold one,The [wugs] past the tank under the switch hold many,The [wugs] past the tanks under the switches hold one [wug],The [wugs] past the tanks under the switches hold one [wugs],The [wugs] past the tank under the switch hold many [wugs],The [wugs] past the tank under the switch hold many [wug],17,17
4398,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] between the bins atop the beams hold one,The [wugs] between the bin atop the beam hold many,The [wugs] between the bins atop the beams hold one [wug],The [wugs] between the bins atop the beams hold one [wugs],The [wugs] between the bin atop the beam hold many [wugs],The [wugs] between the bin atop the beam hold many [wug],17,17
4399,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the mirrors behind the logs hold one,The [wugs] outside the mirror behind the log hold many,The [wugs] outside the mirrors behind the logs hold one [wug],The [wugs] outside the mirrors behind the logs hold one [wugs],The [wugs] outside the mirror behind the log hold many [wugs],The [wugs] outside the mirror behind the log hold many [wug],17,17
4400,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] above the nests beneath the buckets hold one,The [wugs] above the nest beneath the bucket hold many,The [wugs] above the nests beneath the buckets hold one [wug],The [wugs] above the nests beneath the buckets hold one [wugs],The [wugs] above the nest beneath the bucket hold many [wugs],The [wugs] above the nest beneath the bucket hold many [wug],17,17
4401,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the walls past the tables hold every,The [wugs] behind the wall past the table hold several,The [wugs] behind the walls past the tables hold every [wug],The [wugs] behind the walls past the tables hold every [wugs],The [wugs] behind the wall past the table hold several [wugs],The [wugs] behind the wall past the table hold several [wug],17,17
4402,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] past the tents under the nests hold every,The [wugs] past the tent under the nest hold several,The [wugs] past the tents under the nests hold every [wug],The [wugs] past the tents under the nests hold every [wugs],The [wugs] past the tent under the nest hold several [wugs],The [wugs] past the tent under the nest hold several [wug],17,17
4403,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] beneath the rocks between the sheds hold every,The [wugs] beneath the rock between the shed hold several,The [wugs] beneath the rocks between the sheds hold every [wug],The [wugs] beneath the rocks between the sheds hold every [wugs],The [wugs] beneath the rock between the shed hold several [wugs],The [wugs] beneath the rock between the shed hold several [wug],17,17
4404,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] under the knobs by the nails hold one,The [wugs] under the knob by the nail hold many,The [wugs] under the knobs by the nails hold one [wug],The [wugs] under the knobs by the nails hold one [wugs],The [wugs] under the knob by the nail hold many [wugs],The [wugs] under the knob by the nail hold many [wug],17,17
4405,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] atop the rocks outside the sheds hold every,The [wugs] atop the rock outside the shed hold several,The [wugs] atop the rocks outside the sheds hold every [wug],The [wugs] atop the rocks outside the sheds hold every [wugs],The [wugs] atop the rock outside the shed hold several [wugs],The [wugs] atop the rock outside the shed hold several [wug],17,17
4406,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] beneath the sheds between the carts hold every,The [wugs] beneath the shed between the cart hold several,The [wugs] beneath the sheds between the carts hold every [wug],The [wugs] beneath the sheds between the carts hold every [wugs],The [wugs] beneath the shed between the cart hold several [wugs],The [wugs] beneath the shed between the cart hold several [wug],17,17
4407,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] atop the banks outside the trenches hold every,The [wugs] atop the bank outside the trench hold several,The [wugs] atop the banks outside the trenches hold every [wug],The [wugs] atop the banks outside the trenches hold every [wugs],The [wugs] atop the bank outside the trench hold several [wugs],The [wugs] atop the bank outside the trench hold several [wug],17,17
4408,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the braces behind the panels hold every,The [wugs] outside the brace behind the panel hold several,The [wugs] outside the braces behind the panels hold every [wug],The [wugs] outside the braces behind the panels hold every [wugs],The [wugs] outside the brace behind the panel hold several [wugs],The [wugs] outside the brace behind the panel hold several [wug],17,17
4409,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the fences behind the rocks hold one,The [wugs] outside the fence behind the rock hold many,The [wugs] outside the fences behind the rocks hold one [wug],The [wugs] outside the fences behind the rocks hold one [wugs],The [wugs] outside the fence behind the rock hold many [wugs],The [wugs] outside the fence behind the rock hold many [wug],17,17
4410,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] beneath the sacks between the bins hold one,The [wugs] beneath the sack between the bin hold many,The [wugs] beneath the sacks between the bins hold one [wug],The [wugs] beneath the sacks between the bins hold one [wugs],The [wugs] beneath the sack between the bin hold many [wugs],The [wugs] beneath the sack between the bin hold many [wug],17,17
4411,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] above the hooks beneath the knobs hold every,The [wugs] above the hook beneath the knob hold several,The [wugs] above the hooks beneath the knobs hold every [wug],The [wugs] above the hooks beneath the knobs hold every [wugs],The [wugs] above the hook beneath the knob hold several [wugs],The [wugs] above the hook beneath the knob hold several [wug],17,17
4412,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] behind the belts past the rushes hold every,The [wugs] behind the belt past the rush hold several,The [wugs] behind the belts past the rushes hold every [wug],The [wugs] behind the belts past the rushes hold every [wugs],The [wugs] behind the belt past the rush hold several [wugs],The [wugs] behind the belt past the rush hold several [wug],17,17
4413,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] beneath the tents between the nests hold every,The [wugs] beneath the tent between the nest hold several,The [wugs] beneath the tents between the nests hold every [wug],The [wugs] beneath the tents between the nests hold every [wugs],The [wugs] beneath the tent between the nest hold several [wugs],The [wugs] beneath the tent between the nest hold several [wug],17,17
4414,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] outside the nails behind the screws hold every,The [wugs] outside the nail behind the screw hold several,The [wugs] outside the nails behind the screws hold every [wug],The [wugs] outside the nails behind the screws hold every [wugs],The [wugs] outside the nail behind the screw hold several [wugs],The [wugs] outside the nail behind the screw hold several [wug],17,17
4415,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] atop the cables outside the ropes hold one,The [wugs] atop the cable outside the rope hold many,The [wugs] atop the cables outside the ropes hold one [wug],The [wugs] atop the cables outside the ropes hold one [wugs],The [wugs] atop the cable outside the rope hold many [wugs],The [wugs] atop the cable outside the rope hold many [wug],17,17
4416,test,noun,2,target_noun_att2_opp,[wug],[wugs],[wug],[wugs],The [wugs] above the rushes beneath the vines hold every,The [wugs] above the rush beneath the vine hold several,The [wugs] above the rushes beneath the vines hold every [wug],The [wugs] above the rushes beneath the vines hold every [wugs],The [wugs] above the rush beneath the vine hold several [wugs],The [wugs] above the rush beneath the vine hold several [wug],17,17
